,Issuer Name,Security Id,Security Name,Industry,Sector Name,Industry,Igroup Name,Sector,,Index
,SUPRA PACIFIC MANAGEMENT CONSULTANCY LIMITED,SUPRAP,Supra Pacific Management Consultancy Ltd,Non Banking Financial Company (NBFC),Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),,
,PNB Housing Finance Limited,PNBHOUSING,PNB Housing Finance Ltd,Housing Finance Company,Financial Services,Financial Services,Finance,Housing Finance Company,,
,Southern Infosys Limited,SOUTHERNIN,Southern Infosys Ltd,Computers - Software & Consulting,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting,,
,REGENCY FINCORP LIMITED,REGENCY,Regency Fincorp Ltd,Other Financial Services,Financial Services,Financial Services,Finance,Other Financial Services,,
,Varun Beverages Limited,VBL,Varun Beverages Ltd,Other Beverages,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Beverages,Other Beverages,,
,Salem Erode Investments Ltd.,SALEM,Salem Erode Investments Ltd,Non Banking Financial Company (NBFC),Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),,
,Franklin Industries Limited,FRANKLININD,Franklin Industries Ltd,Trading & Distributors,Services,Services,Commercial Services & Supplies,Trading & Distributors,,
,LKP Securities Limited,LKPSEC,LKP Securities Ltd,Stockbroking & Allied,Financial Services,Financial Services,Capital Markets,Stockbroking & Allied,,
,OSIAJEE TEXFAB LIMITED,OSIAJEE,Osiajee Texfab Ltd,Other Textile Products,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,,
,Corporate Merchant Bankers Limited,CMBL,Corporate Merchant Bankers Ltd,Other Financial Services,Financial Services,Financial Services,Finance,Other Financial Services,,
,Sheela Foam Limited,SFL,Sheela Foam Ltd,Furniture- Home Furnishing,Consumer Discretionary,Consumer Durables,Consumer Durables,"Furniture, Home Furnishing",,
,EIKO LIFESCIENCES LIMITED,EIKO,Eiko Lifesciences Ltd,Specialty Chemicals,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,,
,Aditya Vision Limited,AVL,Aditya Vision Ltd,Speciality Retail,Consumer Discretionary,Consumer Services,Retailing,Speciality Retail,,
,Heads UP Ventures Limited,HEADSUP,Heads UP Ventures Ltd,Trading - Textile Products,Consumer Discretionary,Textiles,Textiles & Apparels,Trading - Textile Products,,
,TCI Express Limited,TCIEXP,TCI Express Ltd,Logistics Solution Provider,Services,Services,Transport Services,Logistics Solution Provider,,
,Laurus Labs Limited,LAURUSLABS,Laurus Labs Ltd,Pharmaceuticals,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,,
,NEW LIGHT APPARELS LIMTED,NEWLIGHT,New Light Apparels Ltd,Trading & Distributors,Services,Services,Commercial Services & Supplies,Trading & Distributors,,
,VEERAM SECURITIES LIMITED,VSL,Veeram Securities Ltd,Gems- Jewellery And Watches,Consumer Discretionary,Consumer Durables,Consumer Durables,"Gems, Jewellery And Watches",,
,MARG TECHNO PROJECTS LIMITED,MTPL,Marg Techno Projects Ltd,Non Banking Financial Company (NBFC),Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),,
,SHANGAR DECOR LIMITED,SHANGAR,Shangar Decor Ltd,Diversified Commercial Services,Services,Services,Commercial Services & Supplies,Diversified Commercial Services,,
,Globe Commercials Limited,GLCL,Globe Commercials Ltd,Trading & Distributors,Services,Services,Commercial Services & Supplies,Trading & Distributors,,
,TruCap Finance Limited,TRU,TruCap Finance Ltd,Other Financial Services,Financial Services,Financial Services,Finance,Other Financial Services,,
,SUPER FINE KNITTERS LIMITED,SKL,Super Fine Knitters Ltd,Gems- Jewellery And Watches,Consumer Discretionary,Consumer Durables,Consumer Durables,"Gems, Jewellery And Watches",,
,Raideep Industries Limited,RAIDEEPIND,Raideep Industries Ltd,Trading & Distributors,Services,Services,Commercial Services & Supplies,Trading & Distributors,,
,Pricol Limited,PRICOLLTD,Pricol Ltd,Auto Components & Equipments,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,,
,Classic Filaments Limited,CFL,Classic Filaments Ltd,Other Textile Products,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,,
,JITF INFRALOGISTICS LIMITED,JITFINFRA,JITF Infralogistics Ltd,Water Supply & Management,Utilities,Utilities,Other Utilities,Water Supply & Management,,
,Sueryaa Knitwear Limited,SUERYAAKNI,Sueryaa Knitwear Ltd,Other Textile Products,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,,
,Tanvi Foods (India) Limited,TANVI,Tanvi Foods (India) Ltd,Packaged Foods,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Packaged Foods,,
,RMC SWITCHGEARS LIMITED,RMC,RMC Switchgears Ltd,Other Electrical Equipment,Industrials,Capital Goods,Electrical Equipment,Other Electrical Equipment,,
,Parmax Pharma Limited,PARMAX,Parmax Pharma Ltd,Pharmaceuticals,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,,
,LEADING LEASING FINANCE AND INVESTMENT CO. LIMITED,LLFICL,Leading Leasing Finance And Investment Company Ltd,Non Banking Financial Company (NBFC),Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),,
,DANUBE INDUSTRIES LIMITED,DANUBE,Danube Industries Ltd,Trading & Distributors,Services,Services,Commercial Services & Supplies,Trading & Distributors,,
,Music Broadcast Limited,RADIOCITY,Music Broadcast Ltd,Media & Entertainment,Consumer Discretionary,"Media, Entertainment & Publication",Entertainment,Media & Entertainment,,
,Avenue Supermarts Limited,DMART,Avenue Supermarts Ltd,Diversified Retail,Consumer Discretionary,Consumer Services,Retailing,Diversified Retail,,
,IFL ENTERPRISES LIMITED,IFL,IFL Enterprises Ltd,Trading & Distributors,Services,Services,Commercial Services & Supplies,Trading & Distributors,,
,KD LEISURES LIMITED,KDLL,KD Leisures Ltd,Other Financial Services,Financial Services,Financial Services,Finance,Other Financial Services,,
,Ontic Finserve Limited,ONTIC,Ontic Finserve Ltd,Other Financial Services,Financial Services,Financial Services,Finance,Other Financial Services,,
,Sarthak Metals Limited,SMLT,Sarthak Metals Ltd,Iron & Steel Products,Industrials,Capital Goods,Industrial Products,Iron & Steel Products,,
,Chemcrux Enterprises Limited,CHEMCRUX,Chemcrux Enterprises Ltd,Specialty Chemicals,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,,
,Manomay Tex India Limited,MANOMAY,Manomay Tex India Ltd,Other Textile Products,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,,
,Maximus International Limited,MAXIMUS,Maximus International Ltd,Trading & Distributors,Services,Services,Commercial Services & Supplies,Trading & Distributors,,
,Manas Properties Limited,MANAS,Manas Properties Ltd,Residential- Commercial Projects,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects",,
,CL Educate Limited,CLEDUCATE,CL Educate Ltd,Education,Consumer Discretionary,Consumer Services,Other Consumer Services,Education,,
,PRIME FRESH LIMITED,PRIMEFRESH,Prime Fresh Ltd,Other Agricultural Products,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Other Agricultural Products,,
,Octaware Technologies Limited,OCTAWARE,Octaware Technologies Ltd,IT Enabled Services,Information Technology,Information Technology,IT - Services,IT Enabled Services,,
,Shankara Building Products Limited,SHANKARA,Shankara Building Products Ltd,Speciality Retail,Consumer Discretionary,Consumer Services,Retailing,Speciality Retail,,
,Escorp Asset Management Limited,ESCORP,Escorp Asset Management Ltd,Other Financial Services,Financial Services,Financial Services,Finance,Other Financial Services,,
,PARMESHWARI SILK MILLS LIMITED,PARMSILK,Parmeshwari Silk Mills Ltd,Gems- Jewellery And Watches,Consumer Discretionary,Consumer Durables,Consumer Durables,"Gems, Jewellery And Watches",,
,KMS Medisurgi Limited,KMSMEDI,KMS Medisurgi Ltd,Medical Equipment & Supplies,Healthcare,Healthcare,Healthcare Equipment & Supplies,Medical Equipment & Supplies,,
,Classic Leasing & Finance Ltd.,CLFL,Classic Leasing & Finance Ltd,Other Financial Services,Financial Services,Financial Services,Finance,Other Financial Services,,
,STARLINEPS ENTERPRISES LIMITED,STARLENT,Starlineps Enterprises Ltd,Trading - Minerals,Commodities,Metals & Mining,Metals & Minerals Trading,Trading - Minerals,,
,S Chand And Company Limited,SCHAND,S Chand and Company Ltd,Printing & Publication,Consumer Discretionary,"Media, Entertainment & Publication",Printing & Publication,Printing & Publication,,
,KANUNGO FINANCIERS LIMITED,KANUNGO,Kanungo Financiers Ltd,Other Financial Services,Financial Services,Financial Services,Finance,Other Financial Services,,
,Meera Industries Limited,MEERA,Meera Industries Ltd,Industrial Products,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products,,
,Housing &Urban Development Corporation Ltd.,HUDCO,Housing & Urban Development Corporation Ltd,Financial Institution,Financial Services,Financial Services,Finance,Financial Institution,,
,PSP Projects Limited,PSPPROJECT,PSP Projects Ltd,Civil Construction,Industrials,Construction,Construction,Civil Construction,,
,Bhakti Gems And Jewellery Limited,BGJL,Bhakti Gems and Jewellery Ltd,Gems- Jewellery And Watches,Consumer Discretionary,Consumer Durables,Consumer Durables,"Gems, Jewellery And Watches",,
,Yug Decor Limited,YUG,Yug Decor Ltd,Specialty Chemicals,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,,
,VARIMAN GLOBAL ENTERPRISES LIMITED,VARIMAN,Variman Global Enterprises Ltd,Trading & Distributors,Services,Services,Commercial Services & Supplies,Trading & Distributors,,
,Star Cement Limited,STARCEMENT,Star Cement Ltd,Cement & Cement Products,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products,,
,Riddhi Corporate Services Limited,RIDDHICORP,Riddhi Corporate Services Ltd,IT Enabled Services,Information Technology,Information Technology,IT - Services,IT Enabled Services,,
,Tejas Networks Limited,TEJASNET,Tejas Networks Ltd,Telecom - Equipment & Accessories,Telecommunication,Telecommunication,Telecom - Equipment & Accessories,Telecom - Equipment & Accessories,,
,Eris Lifesciences Limited,ERIS,Eris Lifesciences Ltd,Pharmaceuticals,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,,
,Containerway International Limited,CONTAINER,Containerway International Ltd,Logistics Solution Provider,Services,Services,Transport Services,Logistics Solution Provider,,
,GTPL Hathway Limited,GTPL,GTPL Hathway Ltd,TV Broadcasting & Software Production,Consumer Discretionary,"Media, Entertainment & Publication",Entertainment,TV Broadcasting & Software Production,,
,AU Small Finance Bank Limited,AUBANK,AU Small Finance Bank Ltd,Other Bank,Financial Services,Financial Services,Banks,Other Bank,,
,ICICI Prudential Mutual Fund,ICICILOVOL,ICICI Prudential Nifty 100 Low Volatility 30 ETF,,-,-,-,-,,
,Gautam Exim Limited,GEL,Gautam Exim Ltd,Trading & Distributors,Services,Services,Commercial Services & Supplies,Trading & Distributors,,
,G G Engineering Limited,GGENG,G G Engineering Ltd,Heavy Electrical Equipment,Industrials,Capital Goods,Electrical Equipment,Heavy Electrical Equipment,,
,7NR Retail Limited,7NR,7NR Retail Ltd,Speciality Retail,Consumer Discretionary,Consumer Services,Retailing,Speciality Retail,,
,Salasar Techno Engineering Limited,SALASAR,Salasar Techno Engineering Ltd,Industrial Products,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products,,
,Ganges Securities Ltd.,GANGESSEC,Ganges Securities Ltd,Tea & Coffee,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Tea & Coffee,,
,Palash Securities Limited,PALASHSEC,Palash Securities Ltd,Packaged Foods,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Packaged Foods,,
,AVADH SUGAR & ENERGY LIMITED,AVADHSUGAR,Avadh Sugar & Energy Ltd,Sugar,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Sugar,,
,Magadh Sugar & Energy Limited,MAGADHSUGAR,Magadh Sugar & Energy Ltd,Sugar,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Sugar,,
,Jigar Cables Limited,JIGAR,Jigar Cables Ltd,Other Electrical Equipment,Industrials,Capital Goods,Electrical Equipment,Other Electrical Equipment,,
,Captain Technocast Limited,CTCL,Captain Technocast Ltd,Industrial Products,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products,,
,Sintex Plastics Technology Ltd.,SINTEXPLAST,Sintex Plastics Technology Ltd,Plastic Products - Industrial,Industrials,Capital Goods,Industrial Products,Plastic Products - Industrial,,
,GlobalSpace Technologies Limited,GSTL,Globalspace Technologies Ltd,Computers - Software & Consulting,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting,,
,SIS LIMITED,SIS,SIS Ltd,Diversified Commercial Services,Services,Services,Commercial Services & Supplies,Diversified Commercial Services,,
,Cochin Shipyard Limited,COCHINSHIP,Cochin Shipyard Ltd,Ship Building & Allied Services,Industrials,Capital Goods,Industrial Manufacturing,Ship Building & Allied Services,,
,SMS Lifesciences India Ltd,SMSLIFE,SMS Lifesciences India Ltd,Pharmaceuticals,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,,
,KIOCL Limited,KIOCL,KIOCL Ltd,Sponge Iron,Commodities,Metals & Mining,Ferrous Metals,Sponge Iron,,
,CHOTHANI FOODS LIMITED,CHOTHANI,Chothani Foods Ltd,Packaged Foods,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Packaged Foods,,
,Smruthi Organics Limited,SMRUTHIORG,Smruthi Organics Ltd,Pharmaceuticals,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,,
,Aditya Birla Capital Ltd,ABCAPITAL,Aditya Birla Capital Ltd,Investment Company,Financial Services,Financial Services,Finance,Investment Company,,
,Apex Frozen Foods Limited,APEX,Apex Frozen Foods Ltd,Seafood,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Seafood,,
,Shish Industries Limited,SHISHIND,Shish Industries Ltd,Plastic Products - Industrial,Industrials,Capital Goods,Industrial Products,Plastic Products - Industrial,,
,ANG Lifesciences India Limited,ANG,ANG Lifesciences India Ltd,Pharmaceuticals,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,,
,Dhruv Wellness Limited,DWL,Dhruv Wellness Ltd,Trading & Distributors,Services,Services,Commercial Services & Supplies,Trading & Distributors,,
,KCD INDUSTRIES INDIA LIMITED,KCDGROUP,KCD Industries India Ltd,Trading & Distributors,Services,Services,Commercial Services & Supplies,Trading & Distributors,,
,Dixon Technologies (India) Limited,DIXON,Dixon Technologies (India) Ltd,Consumer Electronics,Consumer Discretionary,Consumer Durables,Consumer Durables,Consumer Electronics,,
,Bharat Road Network Limited,BRNL,Bharat Road Network Ltd,Civil Construction,Industrials,Construction,Construction,Civil Construction,,
,Dishman Carbogen Amcis Limited,DCAL,Dishman Carbogen Amcis Ltd,Pharmaceuticals,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,,
,Lasa Supergenerics Limited,LASA,Lasa Supergenerics Ltd,Pharmaceuticals,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,,
,PRO CLB GLOBAL LIMITED,PROCLB,Pro Clb Global Ltd,Consulting Services,Services,Services,Commercial Services & Supplies,Consulting Services,,
,Matrimony.com Limited,MATRIMONY,Matrimony.com Ltd,Internet & Catalogue Retail,Consumer Discretionary,Consumer Services,Retailing,Internet & Catalogue Retail,,
,Reliance Home Finance Limited,RELHOME,Reliance Home Finance Ltd,Housing Finance Company,Financial Services,Financial Services,Finance,Housing Finance Company,,
,Capacit'e Infraprojects Limited,CAPACITE,Capacite Infraprojects Ltd,Civil Construction,Industrials,Construction,Construction,Civil Construction,,
,Sagar Diamonds Limited,SAGAR,Sagar Diamonds Ltd,Gems- Jewellery And Watches,Consumer Discretionary,Consumer Durables,Consumer Durables,"Gems, Jewellery And Watches",,
,ICICI Lombard General Insurance Company Limited,ICICIGI,ICICI Lombard General Insurance Company Ltd,General Insurance,Financial Services,Financial Services,Insurance,General Insurance,,
,Polo Queen Industrial and Fintech Limited,PQIF,Polo Queen Industrial and Fintech Ltd,Trading & Distributors,Services,Services,Commercial Services & Supplies,Trading & Distributors,,
,AKM CREATIONS LIMITED,AKM,AKM Creations Ltd,Other Textile Products,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,,
,SBI Life Insurance Company Limited,SBILIFE,SBI Life Insurance Company Ltd,Life Insurance,Financial Services,Financial Services,Insurance,Life Insurance,,
